thr_YES,thr_NO,thr_TBD,macro_f1,fallback_mode
0.1,0.23333333333333334,0.5888888888888889,0.818652,argmax
0.1,0.23333333333333334,0.6333333333333333,0.815633,argmax
0.1,0.23333333333333334,0.6777777777777778,0.813051,argmax
0.1,0.23333333333333334,0.7222222222222222,0.812736,argmax
0.1,0.23333333333333334,0.7666666666666667,0.81102,argmax
0.1,0.23333333333333334,0.8111111111111111,0.807826,argmax
0.1,0.23333333333333334,0.8555555555555555,0.80443,argmax
0.1,0.23333333333333334,0.9,0.801299,argmax
0.1,0.2777777777777778,0.1,0.820946,argmax
0.1,0.2777777777777778,0.14444444444444446,0.820946,argmax
0.1,0.2777777777777778,0.18888888888888888,0.820946,argmax
0.1,0.2777777777777778,0.23333333333333334,0.820946,argmax
0.1,0.2777777777777778,0.2777777777777778,0.820946,argmax
0.1,0.2777777777777778,0.32222222222222224,0.820946,argmax
0.1,0.2777777777777778,0.3666666666666667,0.820842,argmax
0.1,0.2777777777777778,0.4111111111111111,0.820818,argmax
0.1,0.2777777777777778,0.4555555555555556,0.820878,argmax
0.1,0.2777777777777778,0.5,0.82088,argmax
0.1,0.2777777777777778,0.5444444444444445,0.820882,argmax
0.1,0.2777777777777778,0.5888888888888889,0.818466,argmax
0.1,0.2777777777777778,0.6333333333333333,0.815266,argmax
0.1,0.2777777777777778,0.6777777777777778,0.81261,argmax
0.1,0.2777777777777778,0.7222222222222222,0.811979,argmax
0.1,0.2777777777777778,0.7666666666666667,0.810804,argmax
0.1,0.2777777777777778,0.8111111111111111,0.80764,argmax
0.1,0.2777777777777778,0.8555555555555555,0.804275,argmax
0.1,0.2777777777777778,0.9,0.801169,argmax
0.1,0.32222222222222224,0.1,0.820946,argmax
0.1,0.32222222222222224,0.14444444444444446,0.820946,argmax
0.1,0.32222222222222224,0.18888888888888888,0.820946,argmax
0.1,0.32222222222222224,0.23333333333333334,0.820946,argmax
0.1,0.32222222222222224,0.2777777777777778,0.820946,argmax
0.1,0.32222222222222224,0.32222222222222224,0.820946,argmax
0.1,0.32222222222222224,0.3666666666666667,0.820842,argmax
0.1,0.32222222222222224,0.4111111111111111,0.820917,argmax
0.1,0.32222222222222224,0.4555555555555556,0.820884,argmax
0.1,0.32222222222222224,0.5,0.820694,argmax
0.1,0.32222222222222224,0.5444444444444445,0.820797,argmax
0.1,0.32222222222222224,0.5888888888888889,0.818397,argmax
0.1,0.32222222222222224,0.6333333333333333,0.815239,argmax
0.1,0.32222222222222224,0.6777777777777778,0.813493,argmax
0.1,0.32222222222222224,0.7222222222222222,0.812706,argmax
0.1,0.32222222222222224,0.7666666666666667,0.811553,argmax
0.1,0.32222222222222224,0.8111111111111111,0.808429,argmax
0.1,0.32222222222222224,0.8555555555555555,0.805102,argmax
0.1,0.32222222222222224,0.9,0.80203,argmax
0.1,0.3666666666666667,0.1,0.820953,argmax
0.1,0.3666666666666667,0.14444444444444446,0.820953,argmax
0.1,0.3666666666666667,0.18888888888888888,0.820953,argmax
0.1,0.3666666666666667,0.23333333333333334,0.820953,argmax
0.1,0.3666666666666667,0.2777777777777778,0.820953,argmax
0.1,0.3666666666666667,0.32222222222222224,0.820953,argmax
0.1,0.3666666666666667,0.3666666666666667,0.820747,argmax
0.1,0.3666666666666667,0.4111111111111111,0.820726,argmax
0.1,0.3666666666666667,0.4555555555555556,0.820599,argmax
0.1,0.3666666666666667,0.5,0.820314,argmax
0.1,0.3666666666666667,0.5444444444444445,0.820717,argmax
0.1,0.3666666666666667,0.5888888888888889,0.818546,argmax
0.1,0.3666666666666667,0.6333333333333333,0.815653,argmax
0.1,0.3666666666666667,0.6777777777777778,0.814663,argmax
0.1,0.3666666666666667,0.7222222222222222,0.813893,argmax
0.1,0.3666666666666667,0.7666666666666667,0.812762,argmax
0.1,0.3666666666666667,0.8111111111111111,0.809673,argmax
0.1,0.3666666666666667,0.8555555555555555,0.806383,argmax
